AirLine_Name,Rating - 10,Title,Name,Date,Review,Recommend
AirIndia,1,“didn't offer any kind of compensation”,R Davidson,3rd March 2024,"Not Verified |  We had a flight on Air India departing Delhi on a Saturday at 15:20, supposed to arrive in San Francisco at 18:20. Air India first changed our flight just hours before departure, they then changed it again later in the day. The flight was not cancelled for weather, war, or acts of God. No reason was ever given. After the changes, we were finally boarded on a different flight departing Monday afternoon, 2 days later. All during this time, Air India didn't offer any kind of compensation; no meals, no lodging, no nothing. We had to stay at a hotel 2 nights at our own expense. We wrote to Air India and explained the situation, asking they pay for the hotel and meals. They wrote back ""In the case of your booking to SFO we humbly convey to you that you were given alternate flight and that you travelled till your final destination"". NO mention of the 2 nights at a hotel we had to pay for. If they would have delayed us for a month, would we still be liable to pay for our food and lodging!?!",no
AirIndia,1,"""Very disappointed""",T Parshi,3rd March 2024,✅ Trip Verified |  Very third class services of air India. We were in the line at 3.45 am to the airport for 5am flight there was no call given by that supervisor. only 2 people were at the counter. That lady was very unprofessional and not well mannered. She had not accepted our tickets we had to cancel it.  Very disappointed. Horror experience,no
AirIndia,1,"""extremely dissatisfied with Air India""",G Halat,3rd March 2024,"✅ Trip Verified |  I am extremely dissatisfied with Air India. Despite my family repeatedly warning me not to travel with AI, I thought of giving it a try. On my way from DEL to LHR , my inflight entertainment did not work. This has been such a common complaint from my relatives hence they warned me. I pressed the call attendant button but they would just turn off the sign. I pressed the button 4 times and on all 4 occasions they turned off the sign from their end. Frustrated I went to cabin crew area where they were just talking. I dont have any issues with them laughing and talking , it is their right. My problem is why they kept turning off the help calls? I explained that the inflight entertainment did not work. They asked me to sit. 5 mins later, a lady came and said its a common issue and the fact that the flight is around 8 hours, I could sleep during this time. I told her yes I would sleep but no one should be commanding what time I do what. She said maybe I can give feedback as none of Air India inflight entertainment systems work in any plane.",no
AirIndia,1,"""I asked for compensation""",Sven Olsson,3rd March 2024,✅ Trip Verified |  The airline is part of the Star Alliance but is not an airline that lives up to the normal standard. The plane was supposed to have inflight entertainment but the majority of the screens were not working. Might be a problem in one plane but as it was the same on both flights it is most probably a systematic problem. Please prepare to have your own entertainment with you. The food onboard was really bad (normally I like the kind of food served in India but this was really bad). Take something to eat with you if you are foolish enough to go by Air india. The plane was dirty and even though the space was fairly good I would warn you for the not so pleasant flight. Service was ok but the limits of all type of drinks was not good (I only drink nonalcoholic and still there was limits). My travel was delayed by almost 5 hours and that was according to the staff on the ground due to technical problems at first and then after finding an alternative plane they needed another crew as the other had to many hours. When I asked for compensation of 600 Euros (not for a full refund) they changed the delay cause to bad weather and not technical issues!,no
AirIndia,1,"""It’s a bad experience""",Simran Singh,3rd March 2024,"Not Verified |  It’s a bad experience. The flight timing was 22.40pm on 11th Feb from Mumbai to Abu Dhabi. But they changed timing as 12.30 on 12th Feb, 1.40am and then 2am. But still not sure when they will depart. It’s so disappointing. And for the delayed refreshment they are not proving any Coffe or tea. And providing only specific meal with smallest water bottle.",no
AirIndia,9,"""Very polite cabin crew""",V Agrawl,3rd March 2024,✅ Trip Verified | Had a very good experience. Very polite cabin crew. We were travelling with a child and they were very helpful. Food was great. On time arrival and liberal baggage policy for international routes compared to American and European airlines. Clean flight and good enough in flight entertainment,yes
AirIndia,1,"""horrible, dirty and old""",A Dunand,3rd March 2024,"✅ Trip Verified |  Cancelled flight Hyderabad-Delhi-Paris. My wife, my daughter and I arrived at Hyderabad airport at 3a.m. on January 15 2024 we saw that our flight AI 559 to Delhi had been cancelled, we received an email at the same time. We tried to get information and find a solution during 6 hours at the airport, no one could find a solution for us or give us reliable information. 6 hours waiting at the airport from 3am until 9am for nothing. Then in the afternoon, one Indian friend helped us calling Air India, we managed to schedule the cancelled flight by Air India for 2 days later, on January 17. The plane we took from Delhi to Paris was horrible, dirty and old, entertainment system was not working, the food was horrible. Air India refused to give us a commercial gesture and compensation for all these inconveniences.",no
AirIndia,1,"""Our worst flying experience""",D Haysan,3rd March 2024,"✅ Trip Verified |  Our worst flying experience. My wife and I were flying Air India from Ahmedabad to Newark via Mumbai. Our first flight was delayed (from 8:25 pm to 9:25pm) and we were informed just a few hours before. After arriving at the airport, we were told that our connecting flight form Mumbai to Newark has been cancelled and that we would have to fly to JFK in NY instead. We insisted that we would prefer to fly to Newark but no one could guarantee us a seat to Newark even a few days later. We were told no flight could be seen in the near future and that we should take the flight to JFK. Well, the flight from Ahmedabad was not delayed by an hour, it did not depart for another hour and a half (@ 11 pm). By then, we had been at the airport for 5 hours but no one offered us any food vouchers or water. After arriving in Mumbai, we had a heck of a time getting to the gate due to the distance and security check, etc. The flight to JFK was scheduled at 1:45 am and we were sure we couldn’t make that! Even worse than that is the fact that while we were trying to reach our gate, we heard an announcement for an Air India flight leaving for Newark!!! We were lied to about the Newark flight being cancelled and bumped onto another flight which reaches at an airport that is another hour away form Newark. We did not receive any prior notification as with the first flight but were surprised at the check-in counter. Meanwhile, the flight to JFK was delayed by a little over an hour and finally left at 3:00 am with us on it. We had to make other arrangements to get home and it cost us more money!! There was no talk of any compensation for inconvenience or any other options by Air India.",no
AirIndia,1,“a fabulous experience“,Pankaj Mandhyan,3rd March 2024,"✅ Trip Verified | Delhi to Dubai, flight AI 995. It was a fabulous experience, I have been a club Vistara and Singapore Airlines traveller for many years, have been a platinum member for many years, but my experience today travelling business class from Delhi to Dubai has been fabulous. From the check in, boarding, the in flight experience, the ambience, and not to forget the courtesy of the staff has been amazing, it exceeded my expectations. Have been doing business class for a long time, never had expected air india to be this special. Definitely my next flight is Air India for sure, and many more to come for sure.",yes
AirIndia,10,"""Excellent crew, polite and professional""",J Lane,2nd February 2024,"✅ Trip Verified |  We travelled by Air India twice in January between Mumbai and Rajkot in January 2024. Excellent crew, polite and professional, the pilots explained why flights were slightly delayed. Although the flights were only about an hour long the cabin crew provided a sandwich, small carton of fruit juice and a small bottle of water. Comfortable seats, adequate leg space and usb port to charge phone after flight has departed.",yes
AirIndia,1,"""Absolutely the worst flight""",Gurjot Singh,2nd February 2024,"✅ Trip Verified |  Absolutely the worst flight I have ever been on. Was on the Toronto to Delhi direct flight and got a swift realization why I will never book to fly with Air India again. I was flying with 3 others that all needed special wheelchair assistance, so in order to even check-in we had to wait in line first before they would even allow them to sit in the wheelchair area. Now up to this point everything was a mild inconvenience. However the flight itself was what made sealed the deal of never flying Air India. For a direct long haul flight I cannot believe the condition of the airplane. The upholstery was dirty and falling apart held together with zip ties. The bathrooms were disgusting and also falling apart. The icing on the cake was a 13.5 hr flight with no inflight entertainment and being told they cannot fix it. See all the pics for what you are getting into if you choose to fly Air India.",no
AirIndia,1,"""My worst flying experience""",Mohammed Imran Ameer Amza,2nd February 2024,"✅ Trip Verified |  My worst flying experience was this international transit flight from Mumbai to Bangkok. The aircraft was infested with mosquitoes when passengers boarded. The cramped leg space left me uncomfortable, and despite the efforts of the flight crew, the situation remained unaddressed. The seats were not comfortable for long-distance travel. Based on this experience, I would not consider traveling with Air India again, nor would I recommend it to others.",no
AirIndia,1,"""A very bad experience""",Akshay Jain,2nd February 2024,"Not Verified |  A very bad experience. It was a 12.5 hr flight from Delhi to Sydney. Supposed to take off at 2:15pm on 13th Jan from Delhi. Firstly I reach the check in Counter at 11:45 am and stood in the queue. There are so many counters for air India but any counter is not for a particular air India flight which males is so difficult for passengers as almost every passenger is asking the staff is this line for Sydney or Dubai or London or xyz destination. Secondly there were so long queue that by the time I reached the actual counter 1hr and 15 mins have already passed by. So finally at 1pm I reached the counter and handed my passport to the staff so they can check in and initiate a baggage drop. While the staff was checking my flight details I just got an sms that my flight has been delayed by 2 hrs and will now take off at 4:30 pm instead of 2:15 pm . Then the staff had a look and told me since your flight is now delayed to 4:30pm we cannot check you in you are too early for the flight, go and rest and come back in 1 hr and we should be able to check you in. So which means I had already waster 1hr and 15 mins in the queue then the flight is delayed by 2 hrs; after that I have to wait for another 1hr then stand in line again and then check in my luggage. What a waste of time. 1hr later at roughly around 2:15 pm I went to the counter again to check and she said your check in was already open about 2 hrs ago and that the person you spoke to earlier had given wrong information. Finally I did a baggage drop and went further for a security check. After security we went and waited for boarding as now the boarding was only going to happen at 4pm I still had another 1 hr with nothing to do. I had thought I will be in flight already 2:15 they would give food but now the flight is late by 2 hrs so no food for another 2 hrs and they did not compensate us with any complimentary food at the airport either. Slowly some time passed by and at 3:45 there was another announcement that the flight is now further delayed to a 5:30 take off. This meant that there has been a 3 hr delay from the original scheduled time of take off. Then at 4:45 finally they started the boarding so finally I had some relief and thought ok no more delays now . Almost everyone was seated in the flight and at 5:15 i heard another announcement that they are waiting for 1 passe ger as they have not yet boarded the flight. 10 minutes the passenger finally came. The flight finally started a take off at 5:45 pm. After all this once the flight was in the air around 6:15 pm they made an announcement that the seat belt sign is off and they provide snacks in some time. Finally at 6:45 they provided snacks and drinks.  Also from the time I sat in the plan the TV was not working at all. I informed them and they said they are serving food so they will do a reset after they finish with the food. They started serving food at 6:45 pm and finished by 7:45 pm . I told then again about the TV and they said they will go and reset now and it would then take 20 minutes to reset and come back up. So I thought probably by 8:15 at least I should be able to watch something . Once the reset was completed and I turned on the TV but still it was not fixed. Basically I had to stay for the entire 13 hrs flight without TV. I had no option left but go to sleep. first long wait for check in ; second flight delayed by 3 hrs and third no TV",no
AirIndia,4,"""experience left much to be desired""",Maduri Asokan,2nd February 2024,"✅ Trip Verified |  I recently traveled business class with my daughter and elderly mom, and my experience with Air India left much to be desired. Our luggage was lost with no support or communication from the airline. The lack of empathy and remorse in the way customers were treated is unacceptable. Seeking assistance from a supervisor resulted in extra-long wait times, only to be met with dismissive attitudes. Holding a grudge for asking for help is not the kind of service one expects. I had essential medication in my suitcase, and despite carrying only a 2-day supply in my hand luggage, the lost baggage left me in a dire situation. It's now day 3, and there's still no news on the baggage. Additionally, there's been no communication regarding a claim or compensation for the inconvenience caused. The airline changed/cancelled my flight without any prior notification, causing unnecessary stress and inconvenience.  When faced with a modified flight, I had no flexibility and was forced to choose their option. Exploring alternatives was impractical due to last-minute expenses from other airlines and the urgency of an expiring visa the next day. Despite the hospitality and care provided by the cabin staff during the flight, the numerous issues encountered throughout the journey overshadow this positive note.",no
AirIndia,10,“had a very pleasant experience”,P Reddy,2nd February 2024,"✅ Trip Verified | I had mixed feelings as I booked this flight, due to the many negative reviews on this page, but on the contrary I held optimism for Air India since the Tata takeover. I booked this trip (WLG to STV via MEL and DEL, 1st leg operated by Qantas, last leg by Air India Express) as it was almost half the price as other airlines on this route, but also because I wanted to give Air India a go again. Honestly, I had a very pleasant experience. The check in process, baggage handling, comfort, boarding, cleanliness, ground and cabin crew, food and service were all excellent - on par with what you'd usually expect with the likes of Singapore Airlines. Crew member Pranali on MEL-DEL flight on 12 Jan was particularly kind, attentive and excellent at her job. Honestly I'd fly this airline again. As an Indian based abroad I would always prefer to fly an airline which feels like home as soon as you board and honestly I had no complaints.",yes
AirIndia,1,"""Total waste of your money""",N Harsul,2nd February 2024,"✅ Trip Verified |  Third class experience. All seats torn, cloth of pockets as well as seats. Looks like a state transport bus. Never travel with air India. Total waste of your money",no
AirIndia,10,"""outstanding service provided""",Sanjay Deshmukh,2nd February 2024,"✅ Trip Verified |  My experience was nothing short of amazing, thanks to the outstanding service provided by the airline's dedicated team. From the outset, the ground staff at Mumbai Airport showed an exceptional level of support. The efficiency and warmth exhibited during the check-in process by the executive at the counter set a positive tone for the journey. I was pleased to find myself in a new and well-maintained plane. The seating was comfortable, and the cleanliness of the cabin was impressive. The culinary offerings were delicious. The diverse meal options and attention to taste were much appreciated. One of the highlights of my journey was the exemplary service provided by the guest relations team, which included Chhaya, Yash, and ABBU. Their dedication to ensuring passenger comfort and satisfaction was evident in every interaction.",yes
AirIndia,2,"""the seats are falling apart""",L Han,2nd February 2024,"✅ Trip Verified |  This is not even a comfort issue. When an airline thinks it's OK to put a plane into service for a 14-hour long haul fight where the seats are falling apart, many tray tables were, loose on hinges and can't stay up when opened and barely latched when closes; and emergency floatation devices were detached from under the seat and on the ground. Most of the TV screens not working. I have 3 more legs on my travel plans, this is just very terrible how they're getting away with it!",no
AirIndia,10,"""clean and comfortable seats""",D Kadin,2nd February 2024,✅ Trip Verified |  I was pleasantly surprised by the new A320Neo this time and it was clean and comfortable seats. The seat included a cup holder and a phone holder and the seats have USB Charging points. This flight  had great crew and refreshment service which included a snack box. I asked for one more sandwich and the crew gave me another snack box which I appreciate. Overall a great short flight and I'm very impressed by Air India and would fly them again.,yes
AirIndia,8,"""25kg check in Baggage""",B Kadin,3rd January 2024,"✅ Trip Verified |  Air India allows 25kg check in Baggage which I feel is very generous. I loved my experience onboard despite a 16 year old aircraft, A kind crew and delicious snack box made this short flight very comfortable.",yes
AirIndia,1,"""Avoid like a Plague""",Umesh Sharma,3rd January 2024,"✅ Trip Verified |  Avoid like a Plague. We booked tickets at 3 times the normal price due to black dates of travel which offered us very little flexibility. Old worn aircraft, non functional entertainment screens, rude ground staff, seat recline not working, no time management. There was not even one leg of journey where the flight was not delayed by 3 hours. Last leg from Hyd- Del- LHR was the nail in coffin. For Hyd to Del leg, passengers were asked to board after 2 hours delay and then asked to sit in Aircraft further for 1.30 hours. The ground staff and flight supervisor told repeatedly to connecting 27 passengers (to London Heathrow) that connecting flight from Delhi AI 165 is waiting to accommodate them. To our shock, the flight had departed 50 mins before we landed. The whole ground staff is rude. Eventually after so much fight for a place to reach final destination, we boarded AI 161 after 13 hours of actual departure (of AI 165) from New Delhi and have just arrived in LHR. We faced 16 hours delay on a 11.5 hours travel.",no
AirIndia,1,"""Both my flights were delayed""",Daniel Miles,3rd January 2024,✅ Trip Verified |  Don't ever fly Air India. Both my flights were delayed. One by 5 hours the other by 7 hours and they didn't give any information or water or food and the food on the flight was disgusting too. Their delays meant I spent 25 dollars in the airport and still they offered zero compensation.  Everything about this airline is disgusting.,no
AirIndia,3,"""did not enjoy the flight""",Sukhbir Bolina,3rd January 2024,"✅ Trip Verified |  The flight was delayed by some 4 hours (delays by Air India are very common) from YVR. When the flight took off, I noticed my seat was not very clean, but ok. The flight attendants served a tasty meal (no issues here) and then the next service was around 4-5 hours later. No attendants were seen anywhere. I went to the back galley, no one was there. I called the attendant by pressing the button, still nobody came. My reason was that my entertainment console was not working. On top of this, the lady seated on the aisle (in was window seat) was now taking up the aisle and middle seat and her head was almost on my lap. Wasn't happy about this and I had to ask her to keep her distance. Other than the food, did not enjoy the flight.",no
AirIndia,1,"""cancelled our flight just 2 hours prior""",Gauri Shetty,3rd January 2024,"Not Verified |  Save yourself by not booking with Air India. They cancelled our flight just 2 hours prior from Delhi to New York. No apologies or any kind of sensible solution was provided, instead they gave us the worst possible alternate flight i.e Fly from Delhi to Singapore with layover of 6hours and Singapore to New York. Which we didnt opt and had to re-book through an actual reliable flight which bought us home comfortably and safely.",no
AirIndia,2,"""terrible airline""",S Walden,3rd January 2024,"✅ Trip Verified |   Awful, just awful - never again. If you are considering flying this airline, think again. The personal entertainment systems never work. This is my second time flying with them and found exactly the same problem. This like torture for 19 hour of flying. They tell you they will try to restart the console, but this is just an excuse as one of the attendants told me that 70% of the don’t work and they don’t try to fix them. Then, my transit flight’s time was changed from a 15 hour layover to 21 hours without any explanation. Delhi airport is not great for long transit. This also caused me to miss out on spending Christmas with my family. When I complained, no one from the airline seemed interested or even cared. Terrible service, terrible airline.",no
AirIndia,1,"""wouldn't recommend this nasty airline""",Rav Dan,3rd January 2024,"Not Verified |  AI 537 was cancelled on 23rd December 23, on 24th December 30min of boarding time, they announced due to maintenance issues the flight will not take off. At 4:15pm they announced change of gate from 30 to 42B and displayed the flight will fly tentatively at 5:45pm. How can an airline make such a big blunder when people are traveling to celebrate Christmas with family and friends. Worst experience and wouldn't recommend this nasty airline.",no
AirIndia,1,"""Do not expect a comfortable seat""",D Marshan,3rd January 2024,"✅ Trip Verified |  A below average, stress-inducing experience on a 16-hour direct flight. I paid ~$2200 for an economy seat on a direct flight from San Francisco to Delhi.  The frame of the seat in front of me had two cracks that went all the way through the frame of the back support.  Do not expect a comfortable seat. Do not expect the seat to recline. Do not expect to fit in your seat if your hips exceed 39 inches. Do not expect your food to be cooked well. Do not expect a functioning entertainment console. If you’re traveling with children, good luck. Do not expect an outlet and latest USB charging ports. Do not expect world-class service in economy. I do not recommend you fly with Air India.",no
AirIndia,1,“fly another carrier”,A Passi,3rd January 2024,"✅ Trip Verified | I had a horrible experience, they over booked the flight I was supposed to fly on and had me fly through an extra 9 hrs and inconvenience of transferring luggage plus a very paltry compensation of $100 for an inconvenient international flight. I highly suggest to fly another carrier, but not Air India.",no
AirIndia,2,"""a disappointing experience""",Prasad Vinnakota,3rd January 2024,"✅ Trip Verified |  Flew JFK-HYD-JFK between 26-Nov-23 and 11-Dec-23. The onward journey was quite disappointing with a dilapidated aircraft. The tray tables were falling apart and had to be carefully assembled into place and up. Though there were seat back screens, only very few lucky passengers enjoyed any IFE but none in my row. The crew offered some inane apology and reset the server but there wasn't any improvement. But for my backup on my phone, it would have been an excruciating 15 hours to Delhi which the passenger next to me endured. Of the three meals served, two were almost the same. The caterer or the menu designer have to be changed immediately so that the passengers are not fed almost identical ill-prepared meals in quick succession. The toilets deteriorate rapidly as the flight progresses ending up as unusable as the flight nears the destination. Can the crew please provide enough TP for the entire flight?  Overall it was a disappointing experience but for the friendly crew that toils away despite the heavy odds against them.",no
AirIndia,3,“flight was delayed by 14 hrs”,Amar Yadav,5th December 2023,"Not Verified | Travelled on 20th Nov 20023 back on 4th Dec 2023 from Singapore to Bangalore return. While going flight was delayed by 14 hrs, coming back 5 hrs. No early information on delay while coming back. Stayed in the airport for alomost 6 hrs waiting. Suggest not to travel by this plane if you have another airline connecting flight.",no
AirIndia,1,“Worst airline ever”,Prathamesh Pradhan,5th December 2023,Not Verified |  Worst airline ever. The flight was delayed by 2 hours and finally after boarding the flight hasn't left the gate for 2 hours now. The captain just mentioned that it's a technical issue. No food was offered. Also the airline was out of blankets and no inflight entertainment for international flights.,no
AirIndia,1,"""attempting to profit $700 from me""",Christian Metcalf,5th December 2023,"✅ Trip Verified |  I booked a flight from JFK to Kathmandu for February of 2024 in October 2023, but unfortunately had to cancel the flight within 24 hours and book via another airline. When I cancelled, I received a cancellation confirmation email from Air India confirm the flight was cancelled and I would receive a 100% refund for cancelling in a timely manner. However, two weeks later, I had not received any refund. I reached out to Air India's customer service and they insisted I never cancelled the flight. I was passed between multiple representatives and finally told to create a Case. I did so, including all documentation, and followed up with Air India two more times. The second time, a representative confirmed I would receive a 100% refund within 24 hours. No refund ever came - I followed up multiple times, and never received any further responses other than insisting I cancel myself via their online portal, which would cost me $700 for a bogus cancellation fee. I did nothing wrong in this scenario, and yet Air India is attempting to profit $700 from me, in nothing less than criminal fashion.",no
AirIndia,1,“infotainment system wasn’t working”,D Reddy,5th December 2023,✅ Trip Verified | The worst experience ever flying Air India return direct flight from Melbourne to Delhi and back from Delhi to Melbourne. It is a 12 hours flight and the infotainment system wasn’t working for both the flights. How unprofessional is that and what a rip off. How are you supposed to pass time without the infotainment system.,no
AirIndia,1,"“dirty toilets, tray table and stained seats”",A Kaushik,5th December 2023,"Not Verified |  I had very high hopes of a turn around for this airline but very disappointing experience to say the least. THE GOOD 1. Check in experience was pleasant throughout my trip 2. I was lucky my flight was on time THE TERRIBLE 1. Aircraft not clean, dirty toilets, tray table and stained seats 2. Entertainment system not working throughout the flight (10 hour flight) 3. Terrible food quality 4. No wifi and the plan interiors look run down 5. Inexperienced, young and rude staff 6. Severely damaged bags 7. No boarding groups, free for all first come first serve 8. Pushing, shoving included in the ticket price.",no
AirIndia,1,"""customer service was terrible""",Keshav Baral,5th December 2023,"✅ Trip Verified |  I didn't have a good experience with Air India (AI173). The seats were uncomfortable, and none of the screens worked so had no entertainment whatsoever in a 15 hours long flight. The customer service was terrible. When you ask for something from staff they won't ever come back to you. I had to go all the way back to get the water I asked for. The staff was very rude. I was given a link to review that didn't even work. Will never ever travel through this airline again.",no
AirIndia,10,“they have done a commendable job”,Puja Bhowmick,5th December 2023,Not Verified |  I took a domestic flight from Agartala to Kolkata for my international travel the same day and I was solo travelling with a 15 month old baby. I was slightly worried or had my anticipations for how things will go. But the staff had done a marvellous job up make my trip as comfortable as it can get. Specially “Mr. Avishek Dhar” helped me a lot by managing my luggage to make it through travel till JFK so that I have a comfortable trip with the baby. Also baggage allowance for international flight was allowed in domestic flight according to Air India policy. All in all they have done a commendable job to make me go stress free the whole trip. This gives me reason enough to choose air India every time again in future and also let my friends and family know the best services are provided by Air India. Keep going !!Keep up the good work!,yes
AirIndia,1,"""lack the concept of hospitality""",H Hashimur,5th December 2023,"✅ Trip Verified |  I had high hopes for a amazing flight experience, it was anything but that. I was very lucky my flight departed on time. Airport check in process was smooth. Entertainment system was not working. Toilets were very dirty. Food quality was bad. Choice of drinks were terrible. Overall, seats and trays were dirty. Inexperienced and young flight crew, spilled water and not even an apology. They lack the concept of hospitality",no
AirIndia,2,“experience with Air India was challenging”,Bhawana Thaker,5th December 2023,"Not Verified |  My experience with Air India was challenging due to the itinerary and service encountered during the journey. The flights had extended layovers – a 4-5 hour stopover in Delhi on the way to Hyderabad and an 11-hour stopover in Mumbai on the return journey to New Jersey. This lengthy wait was quite arduous and left a lasting impression. Regarding the in-flight service, it was satisfactory, although the food served from Mumbai to EWR lacked authenticity and didn't meet expectations. At Delhi airport, I was pleasantly surprised by its cleanliness and modern infrastructure. However, there was a noticeable struggle to maintain cleanliness due to some individuals littering, which affected the overall ambiance. On the other hand, Mumbai airport was extremely crowded, and I faced challenges with uncooperative staff. Despite my long-haul flight, 11-hour stopover, and having a sick child with me, both immigration officers and Air India staff were unhelpful and showed reluctance. Their lack of empathy was evident, with one supervisor even making a disparaging comment suggesting I 'try my luck' with immigration. This was a disappointing and rude response. I strongly urge Air India's customer-facing staff to undergo training in empathy and kindness. As a business class passenger, enduring an 11-hour layover with unhelpful staff was a significant inconvenience and a negative experience. I rate my experience a 2 out of 10 specifically due to the unhelpful and rude behavior encountered with Air India staff at Mumbai airport. Such attitudes are unacceptable when dealing with customers who expect better service standards.",no
AirIndia,9,“crew were quite nice and soothing”,V Mehta,5th December 2023,"✅ Trip Verified | I had taken the early morning flight from Bombay as I need to travel here and as I had booked the tickets quite early at a significant discount was hoping to get one of the better seats located in front of the aircraft. To my pleasant surprise I did manage to get an aisle seat located at the front which was good. Boarding was on time and for breakfast I had opted for the veg option which consisted of some stuffed parathas, chole, a croissant along with coffee. The crew were quite nice and soothing and the flight itself landed uneventfully without any issues at its destination.",yes
AirIndia,1,"""experience was much worse than ever before""",Mercy Manjaly,21st November 2023,"Not Verified |  My Mother passed away May 21, 2023. I booked an Air India flight to travel May 21, 2023 from SFO to COK to attend her funeral. My family scheduled her funeral accordingly so I could attend the funeral. I was supposed to land in Kerala May 23rd at 0700 a.m. in plenty of time to attend her funeral the same day at 3pm. My mother’s house is just 30 minutes from the airport, and I would have plenty of time to reach home a few hours before the funeral. But unfortunately, I couldn’t attend the funeral because the Air India flight was delayed at SFO for several hours causing me to miss the layover flight to go to Kerala. I explained my emergency to everyone who were responsible, but the Air India staff didn’t care about it and rescheduled a flight that wouldn’t reach Kerala until 7pm causing me to miss my mother’s funeral. It is important in my culture and religious belief to be present for the funeral and events following. How can I ever reconcile this situation in my life in my heart? The traumatic experience I had with flying Air India and missing of my mother’s funeral is still difficult to come to terms with. It took me a long time to even write my experience in this portal. Unfortunately, this wasn’t an isolated example of poor service on this flight. On return to SFO the luggage was delayed 2.5 hours! We were given the reason for the delay as “there was no baggage workers to take the bags off the plain.” Not only was my time wasted but my transportation home was waiting for almost three hours. This is completely unacceptable. I have been a frequent international flyer for years, on many different airlines, and I was expecting a much better experience with Air India since TATA took over. Disappointedly, my experience was much worse than ever before. I was shocked to realize that Air India doesn’t have a suitable plan to deal with emergency situations like this. Air India will not be an airline of consideration for future travels because I don’t trust their reliability getting me to my destination for important life events. I feel like Air India doubled my traumatic experience, my mother passing compounded by not attending the funeral. This is a regret that I must live with for the rest of my life.",no
AirIndia,1,"""Just a terrible experience""",Oliver Vavro,21st November 2023,Not Verified |  I will never ever fly again. My requests for special meals were deleted on the way there. Terrible staff. Smelling and dirty aircrafts. Very rude flight attendants. TVs during flight did not work at all on way there and back even after raising this to the crew. Just a terrible experience. Food is extremely spicy but with no taste. My gluten free food was not gluten free. I had terrible digestion problems as they broke my diet. Giving me a croissant when I am on gluten diet and then giving me a brownie which I thought was gluten free but it obviously wasnt due to my body reaction.,no
AirIndia,10,"""experienced excellent service""",N Malhotra,21st November 2023,"Not Verified | We recently flew with Air India and experienced excellent service like onboard WiFi, excellent legroom and seat comfort, great value for money, friendly crew, weather in cabin was cool and not throwing-up hot, ground staff were polite too, no inflight entertainment though, there was food. Will fly with them again!",yes
AirIndia,4,"""disappoints on international routes""",Sukhbir Bolina,21st November 2023,"✅ Trip Verified |   The flight departed on time and was comfortable. The cabin was full, I was looking forward to watching movies and catch up. However, my entertainment console was not working all the time. My chosen movie would start and then ten minutes later it would stop. After repeated attempts, I just gave up and tried to sleep.  Air India disappoints on international routes",no
AirIndia,10,"""Comfortable seating""",Surinder Gandhi,21st November 2023,"✅ Trip Verified |  I had the pleasure of flying with Air India, and it was a delightful experience. The in-flight service was top-notch, with attentive attendants ensuring that every need was met promptly. Comfortable seating and ample legroom. The flights departed and arrived on schedule, and the journey felt well-coordinated. In conclusion, my experience with Air India was overwhelmingly positive. Gagandeep (Supervisor) and her team was extremely helpful. They made me feel like Lady Diana. I am grateful to them.",yes
AirIndia,2,"""Pathetic airline""",Radhakrishnan Nair,21st November 2023,"✅ Trip Verified |  Pathetic airline. Ruining the image of the country. Looks like a government bus. Unkept, dirty seats, delays and what not. Horrible!",no
AirIndia,3,"""No entertainment at all""",Russell Huntington,21st November 2023,Not Verified |  Check in was terrible. Took 45 minutes. Long queue of passenger carrying ridiculous amounts of luggage. One group stood in front of an agent for the full 45 minutes we were in the queue apparently waiting for resolution of their mountain of luggage. Leg room the worst I have ever seen for a medium length flight. Fortunately it was 1/3rd full so I could move to a seat with an empty seat next to me. No entertainment at all - 5.5 hours.,no
AirIndia,1,"""a very humiliating experience""",C Cherry Modi Saraogi,21st November 2023,"Not Verified |  Casually denied my seat at the counter due to overbooking. Then manager, seeing I am a single lady flying tries to show his power and raise voice at me. Air India is pathetic. Such cruel customer services will not be accepted. They don't care about the customer, such an arrogant man thinks that just because he is sitting behind desk and has a mere ticket he can do anything say anything, black mail someone in any manner. Such behaviour will never be acceptable. I had a very humiliating experience with this airline.",no
AirIndia,8,“the soft product was markedly improved”,V Reddy,21st November 2023,"✅ Trip Verified | I had booked initially on economy class for this flight but was able to upgrade to business as there were a couple of seats available which came at a fee and I really wanted to see how things have changed especially on the business class after the takeover so thought this was a good opportunity. There is a separate counter for business class passengers where the staff was able to courteously check in and provide the lounge access voucher as well. The flight was delayed as the incoming flight was delayed and the crew were able to proactively communicate this fact to the passengers including the arrival of the flight which was good. It seems that even though the seats are quite spacious, this airbus 321 was also showing its signs of ageing as well. The seat also had newspapers / magazines which once could read but there was definitely an upgrade of the soft aspects of the product. On board the crew were welcoming and as a welcome drink there was a choice between buttermilk and coconut water and they have had also given hot towels which was very greatly appreciated as they are quite valuable which was not given before. Also there were menu cards distributed for the dinner option before take off as the crew noted down the orders. Previously the meals options used to be on laminated cards. I had opted for the fish curry with okra and that was quite a good and filling option along with a chocolate mousse cake for dessert. Unfortunately due to turbulence the crew were unable to do the beverage service which was good. Baggage retrieval was also swift. Overall I feel that the soft product was markedly improved from the last time I flew them in J class including the hot towels and menu cards with greater options but with the induction of new aircraft and refurbishment of cabin interiors I am quite optimistic that the business class product could get even better in the future. Only issue was the delay but that was due to the late arrival of the incoming aircraft.",yes
